OBJECT_NAME,OBJECT_ID,EPOCH,MEAN_MOTION,ECCENTRICITY,INCLINATION,RA_OF_ASC_NODE,ARG_OF_PERICENTER,MEAN_ANOMALY,EPHEMERIS_TYPE,CLASSIFICATION_TYPE,NORAD_CAT_ID,ELEMENT_SET_NO,REV_AT_EPOCH,BSTAR,MEAN_MOTION_DOT,MEAN_MOTION_DDOT
COSMOS 2251 DEB,1993-036ADJ,2025-04-01T02:32:57.251616,14.34545711,.0021721,74.0300,30.9395,207.9133,164.3681,0,U,34913,999,61522,.10383E-3,.268E-5,0
COSMOS 2251 DEB,1993-036ADP,2025-04-01T16:00:50.154624,14.56185264,.0029932,74.0719,78.2369,113.4667,3.6094,0,U,34918,999,61617,.31533E-2,.14016E-3,0
COSMOS 2251 DEB,1993-036ADR,2025-04-02T11:24:07.900416,15.20841015,.0019063,73.9969,163.9910,321.3061,38.6769,0,U,34920,999,63612,.10202E-1,.233544E-2,0
COSMOS 2251 DEB,1993-036ADV,2025-04-01T17:37:11.156160,14.57491787,.005905,74.0424,214.8650,2.8018,66.3994,0,U,34924,999,84005,.13521E-2,.6268E-4,0
COSMOS 2251 DEB,1993-036ADX,2025-04-02T00:27:11.565504,14.13101135,.0225105,73.7531,331.2082,219.7752,138.6700,0,U,34944,999,60483,.75094E-3,.1757E-4,0
COSMOS 2251 DEB,1993-036ADZ,2025-04-01T09:58:42.673152,14.60132313,.0054253,74.0207,110.5401,309.2200,50.4155,0,U,34946,999,84480,.10261E-2,.5014E-4,0
COSMOS 2251 DEB,1993-036AEC,2025-04-01T16:10:44.514048,14.72097273,.008162,74.0188,247.1104,96.7654,264.2814,0,U,34949,999,84606,.95281E-3,.629E-4,0
COSMOS 2251 DEB,1993-036AEE,2025-04-02T07:52:19.741728,15.16649452,.002918,73.9960,220.7017,45.9800,314.3793,0,U,34951,999,84975,.51419E-2,.103111E-2,0
COSMOS 2251 DEB,1993-036AEG,2025-04-01T10:50:57.385248,14.65903518,.0061039,74.0930,158.7003,224.5143,146.5046,0,U,34953,999,84384,.15166E-2,.8503E-4,0
COSMOS 2251 DEB,1993-036AEH,2025-03-22T23:13:30.219168,15.13965113,.0023531,73.9663,177.9231,343.0281,17.0122,0,U,34954,999,84093,.14412E-1,.273126E-2,0
COSMOS 2251 DEB,1993-036AEJ,2025-03-30T05:31:00.493248,14.95207299,.0086941,74.0401,47.9198,189.8141,170.1351,0,U,34955,999,86193,.95962E-3,.11357E-3,0
